"Product ID
(Leave blank for New Product)",Product Name,"SKU 
(Do not edit SKU leave blank for adding new product)","Category ID
(Leave Blank if a new Category is added)","Category Name 
(If changing a category of product, make sure the correct Category ID is entered in Column B)",Alias name 1,Alias Name 2 ,Alias Name 3,"UPC 1
(Default)",UPC 2,UPC 3,Retail UPC 1,Retail UPC 2,Brand Name,Bin,Aisle,Zone,Weight,Weight Unit,Other Category IDs,Other Categories ,Status,Tags,"Online 
(Y or N)","Hot Seller
(Y or N)","Featured Product 
(Y or N)","Back Order
(Y or N)","BO Online
(Y or N)
(Cannot be ""Y"" if Back Order is ""N"")","New Arrival
(Y or N)","Base Cost Price
(Default UOM: Piece)","Net Cost Price
(Default UOM: Piece)","Sale Price
(Default UOM: Piece)",Curr. Available Quantity, New Available Quantity ,Image URL 1,Image Url 2,Image url 3 
619,Puro Reloaded Bustdown Diamond Joints | 2 Pack-Purple Sunset (Indica),1619,4,Delta Pre-Roll & Flower,,,,83264,,,,,Puro,,,,,2,4,Delta Pre-Roll & Flower,Active,,N,N,N,N,N,N,14,14,15,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/b600f098-b046-4f3b-9dee-f8c93e855bd1,,
621,Puro Reloaded Diamond Studz Joints | 10 Pack-Blue Dream (Sativa),1621,4,Delta Pre-Roll & Flower,,,,1010134,,,,,Puro,,,,,2,4,Delta Pre-Roll & Flower,Active,,Y,N,N,N,N,N,49,49,50,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/818f7967-7e04-49d6-b1d3-148759c9121b,,
622,Puro Reloaded Diamond Studz Joints | 10 Pack-Fruity pebbles (Sativa),1622,4,Delta Pre-Roll & Flower,,,,65161,,,,,Puro,,,,,2,4,Delta Pre-Roll & Flower,Active,,Y,N,N,N,N,N,49,49,50,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/f86928bc-a008-48b2-9e0a-7e18cac2e25a,,
623,Puro Reloaded Diamond Studz Joints | 10 Pack-Lemon Cherry Gelato (Hybrid),1623,4,Delta Pre-Roll & Flower,,,,65162,,,,,Puro,,,,,2,4,Delta Pre-Roll & Flower,Active,,Y,N,N,N,N,N,49,49,50,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/6779bdfd-34e4-4fff-a921-eae194e151db,,
135,Fried - Moonrock Pre-Roll (2G)-Ice Cream Cake - Indica,1135,4,Delta Pre-Roll & Flower,,,,54002,,,,,Fried,,,,,2,4,Delta Pre-Roll & Flower,Active,,Y,N,N,N,N,N,45,45,49,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/d4403360-152a-4ad4-a93b-63e37b947c4e,,
594,Space Mary MA25000 Disposable | 25K Puffs-Blueberry Watermelon,1594,3,Disposable Vape Nicotine,,,,29209,,,,,Space Mary,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,4.4,4.5,6,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/6eeb00c3-51ea-4fe2-9c9f-5db7f023d546,,
425,Mamanita Magic Gummies 25Ct-Sour (Christmas Edition),1425,5,Mushrooms and Edibles,,,,4358,,,,,Mamanita,,,,,2,5,Mushrooms and Edibles,Active,,N,N,N,N,N,N,12,12,15,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/d973c8cf-3855-4f8d-ab7d-6ab842cc9bf9,,
9,Lost Thc Vvs Sugar Pre Rolls 4.95G-Alaskan Thunderfuck (Sativa),1009,4,Delta Pre-Roll & Flower,,,,0,,,,,Lost,,,,,2,4,Delta Pre-Roll & Flower,Active,,Y,N,N,Y,N,N,46.5,46.5,57.5,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/fed81eb3-6adc-466b-bce5-466cfb30cc86,,
143,Driiizy Diamond Dipped Pre-Rolls | 2 Gram | 2 Pack-Blue Zkittlez (Hybrid),1143,4,Delta Pre-Roll & Flower,,,,47731,,,,,Driiizy,,,,,2,4,Delta Pre-Roll & Flower,Active,,Y,N,N,N,N,N,44,44,48.94,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/39841a46-58a0-4bac-a542-37c5171332e6,,
142,Fried - Moonrock Pre-Roll (2G)-Blue Zkittlez - Indica,1142,4,Delta Pre-Roll & Flower,,,,54009,,,,,Fried,,,,,2,4,Delta Pre-Roll & Flower,Active,,Y,N,N,N,N,N,45,45,49,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/b8a3e9ce-d0f5-4280-90ec-bdfbc5ca7800,,
558,Foger Switch Pro Disposables Pod | 5% Nicotine | 30000 Puffs-Strawberry Kiwi-OMG B-Pop,1558,3,Disposable Vape Nicotine,,,,41870,,,,,Foger,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,45,45,48,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/96576187-eb80-4f94-bdcb-aad2609416d2,,
624,Puro Reloaded Diamond Studz Joints | 10 Pack-Pineapple Express (Hybrid),1624,4,Delta Pre-Roll & Flower,,,,65163,,,,,Puro,,,,,2,4,Delta Pre-Roll & Flower,Active,,Y,N,N,N,N,N,49,49,50,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/483b3c2d-6bb3-47d3-aa60-add87aa7bd99,,
565,Foger Switch Pro Disposables Pod | 5% Nicotine | 30000 Puffs-Strawberry Kiwi-Tobacco,1565,3,Disposable Vape Nicotine,,,,7740,,,,,Foger,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,45,45,48,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/afdcb946-6b22-413d-8db6-35ddd4d2ebd3,,
32,North Steller Dark Moon Edition Disposables | 5% Nicotine-BANANA COCONUT,1032,3,Disposable Vape Nicotine,,,,0,,,,,North Disposable,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,Y,N,N,48,48,50,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/55896906-726a-4e6c-bec2-1b97343a4d83,,
447,North Steller Dark Moon Edition Disposables | 5% Nicotine-Banana Taffy Freeze,1447,3,Disposable Vape Nicotine,,,,79551,,,,,North Disposable,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,48,48,50,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/8cb7a37f-ea7d-4119-9245-a7195fdd916d,,
415,Lost Thc Vvs Sugar Pre Rolls 4.95G-Kush Breath (Indica),1415,4,Delta Pre-Roll & Flower,,,,29905,,,,,Lost,,,,,2,4,Delta Pre-Roll & Flower,Active,,Y,N,N,N,N,N,46.5,46.5,57.5,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/16744c88-5614-4ba8-856c-b561ff0b47cc,,
449,North Steller Dark Moon Edition Disposables | 5% Nicotine-Black Cherry,1449,3,Disposable Vape Nicotine,,,,79553,,,,,North Disposable,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,48,48,50,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/b53b64ce-b582-46ba-89b3-63b6c134ccb2,,
450,North Steller Dark Moon Edition Disposables | 5% Nicotine-Blackberry Blueberry,1450,3,Disposable Vape Nicotine,,,,79554,,,,,North Disposable,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,48,48,50,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/d2ce113a-823b-4e92-84e5-9f45a0407c4c,,
451,North Steller Dark Moon Edition Disposables | 5% Nicotine-Blue Mint,1451,3,Disposable Vape Nicotine,,,,79555,,,,,North Disposable,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,48,48,50,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/4dd6be95-a0b0-4a1f-b6ce-1e5d63ee9d07,,
416,Lost Thc Vvs Sugar Pre Rolls 4.95G-Strawberry Haze (Sativa),1416,4,Delta Pre-Roll & Flower,,,,29906,,,,,Lost,,,,,2,4,Delta Pre-Roll & Flower,Active,,Y,N,N,N,N,N,46.5,46.5,57.5,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/c288dc22-9f97-48f4-bcf0-67fdb7da9272,,
353,Lost Angel Mate 50K Disposable Kit 5% (Display Box Of 5) -Miami Mint,1353,3,Disposable Vape Nicotine,,,,54061,,,,,Lost,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,52,52,55,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/7be683bb-b9c7-4766-be85-16c6e03456d2,,
452,North Steller Dark Moon Edition Disposables | 5% Nicotine-Blue Razz Gummies,1452,3,Disposable Vape Nicotine,,,,79556,,,,,North Disposable,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,Y,Y,N,48,48,50,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/3a155175-4604-411e-9d40-0e8e3adc72a5,,
413,Lost Thc Vvs Sugar Pre Rolls 4.95G- Blue Razz (Sativa),1413,4,Delta Pre-Roll & Flower,,,,29903,,,,,Lost,,,,,2,4,Delta Pre-Roll & Flower,Active,,Y,N,N,Y,Y,N,46.5,46.5,57.5,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/e9019afd-9771-4305-8096-8bcc29685525,,
357,Lost Angel Mate 50K Disposable Kit 5% (Display Box Of 5) -Fcuking Fab,1357,3,Disposable Vape Nicotine,,,,54065,,,,,Lost Angel Mate,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,52,52,55,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/e49c9b8e-f578-480c-b978-2588da45a804,,
453,North Steller Dark Moon Edition Disposables | 5% Nicotine-Blue Razz Ice,1453,3,Disposable Vape Nicotine,,,,79557,,,,,North Disposable,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,Y,Y,N,48,48,50,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/d6eba71a-6a62-4681-8963-b6816b1a6ad0,,
411,Lost Thc Vvs Sugar Pre Rolls 4.95G-Berry Dream (Indica),1411,4,Delta Pre-Roll & Flower,,,,29891,,,,,Lost,,,,,2,4,Delta Pre-Roll & Flower,Active,,Y,N,N,N,N,N,46.5,46.5,57.5,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/04e8d9c4-a9fa-4564-9d32-8c98e2253e18,,
457,North Steller Dark Moon Edition Disposables | 5% Nicotine-Juicy Peach Ice,1457,3,Disposable Vape Nicotine,,,,795511,,,,,North Disposable,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,48,48,50,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/227a129c-d0dd-4ade-9c77-781d744201b1,,
146,Driiizy Diamond Dipped Pre-Rolls | 2 Gram | 2 Pack-Strawberry Gelato (Hybrid),1146,4,Delta Pre-Roll & Flower,,,,47734,,,,,Driiizy,,,,,2,4,Delta Pre-Roll & Flower,Active,,Y,N,N,N,N,N,44,44,48.94,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/9968879b-90d9-4e5d-8ce3-20e511a4629e,,
458,North Steller Dark Moon Edition Disposables | 5% Nicotine-Mango Colada,1458,3,Disposable Vape Nicotine,,,,795512,,,,,North Disposable,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,48,48,50,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/128fda38-a673-494f-a9eb-950e8b7f2db5,,
555,Foger Switch Pro Disposables Pod | 5% Nicotine | 30000 Puffs-Strawberry Kiwi-Frozen Banana,1555,3,Disposable Vape Nicotine,,,,1470,,,,,Foger,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,45,45,48,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/9cd8b72d-819a-4502-b42a-854bd790f12e,,
12,Flying Monkey Purest Cb9A Blend Disposables | 6 Gram,1012,2,Disposable Delta Vapes,,,,0,,,,,Flying Monkey,,,,,2,2,Disposable Delta Vapes,Active,,Y,N,N,Y,Y,N,70,70,72.5,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/d2a89525-1e42-40f3-97ae-89e48702b94f,,
223,Foger Switch Pro Disposables Pod | 5% Nicotine | 30000 Puffs-Coffee,1223,3,Disposable Vape Nicotine,,,,57662,,,,,Foger,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,45,45,48,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/41042196-e059-477c-b065-31f6e1492982,,
230,Foger Switch Pro Disposables Pod | 5% Nicotine | 30000 Puffs-Sour Apple Ice,1230,3,Disposable Vape Nicotine,,,,57679,,,,,Foger,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,45,45,48,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/5d320a8f-3e9c-4797-a757-90c8f2cf73fa,,
224,Foger Switch Pro Disposables Pod | 5% Nicotine | 30000 Puffs- Cool Mint,1224,3,Disposable Vape Nicotine,,,,57663,,,,,Foger,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,45,45,48,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/b2e5a5d7-585d-4317-8be9-34b2f7b18f6c,,
34,Off Stamp X Cube Vape Kit 25000 Puffs-Bangin Peach,1034,3,Disposable Vape Nicotine,,,,0,,,,,Off-Stamp,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,Y,N,N,44,44,46,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/6c99d604-a004-4272-8f3e-69c3489126a8,,
347,Kadobar Snap 25K Puffs Dispo 5Pk-Watermelon Ice,1347,3,Disposable Vape Nicotine,,,,18153,,,,,Kado Bar,,,,,2,2,Disposable Delta Vapes,Active,,N,N,N,N,N,N,44,44,45,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/7280b3b5-f1ba-4ec9-a6a6-dff666dd3392,,
467,North Steller Dark Moon Edition Disposables | 5% Nicotine- Sour Apple Ice,1467,3,Disposable Vape Nicotine,,,,795521,,,,,North Disposable,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,48,48,50,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/d52a19d0-aeca-493d-912e-55e16355aa44,,
468,North Steller Dark Moon Edition Disposables | 5% Nicotine-Sour Candies,1468,3,Disposable Vape Nicotine,,,,795522,,,,,North Disposable,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,48,48,50,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/ca5e42dd-68fa-4469-950b-4787e6bbbca7,,
469,North Steller Dark Moon Edition Disposables | 5% Nicotine-Sour Cranapple,1469,3,Disposable Vape Nicotine,,,,795523,,,,,North Disposable,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,48,48,50,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/6a92ebf1-0ff2-4b71-aad0-10102580d4f0,,
470,North Steller Dark Moon Edition Disposables | 5% Nicotine-Sour Lush Gummies,1470,3,Disposable Vape Nicotine,,,,795524,,,,,North Disposable,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,48,48,50,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/7d534f7b-e868-4180-b788-c7b49634f218,,
471,North Steller Dark Moon Edition Disposables | 5% Nicotine-Star Blast,1471,3,Disposable Vape Nicotine,,,,795525,,,,,North Disposable,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,48,48,50,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/f18ca011-c2bb-4fc5-83e9-064ac0968782,,
557,Foger Switch Pro Disposables Pod | 5% Nicotine | 30000 Puffs-Strawberry Kiwi-Frozen Blueberry,1557,3,Disposable Vape Nicotine,,,,4390,,,,,Foger,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,45,45,48,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/f8267b4c-2831-487f-8c54-e0f238e79c17,,
569,Foger Switch Pro Disposables Pod | 5% Nicotine | 30000 Puffs-Strawberry Kiwi-Strawberry Cupcake,1569,3,Disposable Vape Nicotine,,,,76800,,,,,Foger,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,45,45,48,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/9777015d-45e2-4b30-8c04-b5752c4726f4,,
473,North Steller Dark Moon Edition Disposables | 5% Nicotine-Strawberry Colada,1473,3,Disposable Vape Nicotine,,,,795527,,,,,North Disposable,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,48,48,50,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/79493751-9452-446b-a45f-f7ec7ad8c192,,
474,North Steller Dark Moon Edition Disposables | 5% Nicotine- Tropical Rainbow Blast,1474,3,Disposable Vape Nicotine,,,,795528,,,,,North Disposable,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,48,48,50,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/8f83a397-beb2-4d81-a9a7-8815aef5f55e,,
533,KADOBAR SNAP 25K PUFFS DISPO 5PK-BOMP POP-Lime Berry Orange,1533,3,Disposable Vape Nicotine,,,,51840,,,,,Kado Bar,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,44,44,45,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/7ba0f208-086f-4a65-8922-09fcff06e6aa,,
535,KADOBAR SNAP 25K PUFFS DISPO 5PK-BOMP POP-Strawberry Banana,1535,3,Disposable Vape Nicotine,,,,51842,,,,,Kado Bar,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,44,44,45,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/8c13e648-c15c-4723-ad55-b29af61578e0,,
538,KADOBAR SNAP 25K PUFFS DISPO 5PK-BOMP POP-Grapefruit Refresher,1538,3,Disposable Vape Nicotine,,,,51845,,,,,Kado Bar,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,44,44,45,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/30d1307c-70d2-4438-8078-a56fb9348e28,,
227,Foger Switch Pro Disposables Pod | 5% Nicotine | 30000 Puffs- Kiwi Dragon Berry,1227,3,Disposable Vape Nicotine,,,,57666,,,,,Foger,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,45,45,48,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/a62e7870-18c6-4bd5-8e23-835d97b349a4,,
536,KADOBAR SNAP 25K PUFFS DISPO 5PK-BOMP POP-Sour rainbow candy,1536,3,Disposable Vape Nicotine,,,,51843,,,,,Kado Bar,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,44,44,45,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/1a22f639-7021-485b-b12c-8be496c6f667,,
477,Off Stamp Sweet Cube 25000 Vape-Peach Mango Twist,1477,3,Disposable Vape Nicotine,,,,44872,,,,,Off-Stamp,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,27,27,31.5,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/140bd137-9246-4f5b-928d-7bed8579d9b8,,
478,Off Stamp Sweet Cube 25000 Vape-Watermelon Icy Burst,1478,3,Disposable Vape Nicotine,,,,44873,,,,,Off-Stamp,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,27,27,31.5,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/0700c7ff-370f-4dcb-b9cb-1d9da34e6963,,
354,Lost Angel Mate 50K Disposable Kit 5% (Display Box Of 5) -Blue Razz Ice,1354,3,Disposable Vape Nicotine,,,,54062,,,,,Lost,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,Y,Y,N,52,52,55,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/12194d26-255c-48c2-af76-ca69f58bd820,,
231,Foger Switch Pro Disposables Pod | 5% Nicotine | 30000 Puffs-Strawberry Banana,1231,3,Disposable Vape Nicotine,,,,576710,,,,,Foger,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,45,45,48,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/8916c24b-9d03-43aa-b223-504a2538fcbc,,
235,Foger Switch Pro Disposables Pod | 5% Nicotine | 30000 Puffs-Watermelon Ice,1235,3,Disposable Vape Nicotine,,,,576714,,,,,Foger,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,45,45,48,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/647e9ae4-75e1-406d-bc75-20cae69cc9af,,
479,Off Stamp Sweet Cube 25000 Vape-Grape Raspberry Swirl,1479,3,Disposable Vape Nicotine,,,,44874,,,,,Off-Stamp,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,27,27,31.5,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/03b2631c-985f-46d3-a5e7-bc89644d4489,,
605,Dome Wrecker Thunder Dome Disposable | 1g - Alien Cookies (Hybrid),1605,2,Disposable Delta Vapes,,,,1010145,,,,,Dome Wrecker,,,,,2,2,Disposable Delta Vapes,Active,,Y,N,N,N,N,N,20,20,21,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/7785ddbe-381e-44a9-89b7-ae0929b620c9,,
345,Kadobar Snap 25K Puffs Dispo 5Pk-Juicy Mango,1345,3,Disposable Vape Nicotine,,,,18151,,,,,Kado Bar,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,44,44,45,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/9688d8f2-14c1-40f8-bd81-97d71667180e,,
483,Off Stamp X Cube Vape Kit 25000 Puffs-Florida Sherbet,1483,3,Disposable Vape Nicotine,,,,61674,,,,,Off-Stamp,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,44,44,46,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/6c6cb6fc-ab54-4a89-918f-29a4bbb94433,,
5,Flying Monkey Fly High Hhc Pre Roll Joints Premium 1 Gram 2 Pack-Alaskan Thunder Fuck (Hybrid),1005,4,Delta Pre-Roll & Flower,,,,0,,,,,Flying Monkey,,,,,2,4,Delta Pre-Roll & Flower,Active,,Y,N,N,Y,N,N,54,54,65,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/40e062db-bce3-406c-9029-0ac3ee14734d,,
484,Off Stamp X Cube Vape Kit 25000 Puffs-Hawaiian Popsicle,1484,3,Disposable Vape Nicotine,,,,61675,,,,,Off-Stamp,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,44,44,46,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/2465ae16-6d39-42ec-ba8a-7553ac63e18d,,
534,KADOBAR SNAP 25K PUFFS DISPO 5PK-BOMP POP-Sour apple,1534,3,Disposable Vape Nicotine,,,,51841,,,,,Kado Bar,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,44,44,45,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/8aedc4b0-2c58-4473-af25-41e1013b822f,,
485,Off Stamp X Cube Vape Kit 25000 Puffs-Miami Mint,1485,3,Disposable Vape Nicotine,,,,61676,,,,,Off-Stamp,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,44,44,46,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/ff03ce31-d8e0-4c75-9f90-a4cb92fb2a6b,,
17,Fvkd Hypnotiq Diamond Sauce Disposable 3.5G Gram-Jelly Roll – Indica,1017,2,Disposable Delta Vapes,,,,0,,,,,FVKD,,,,,2,2,Disposable Delta Vapes,Active,,Y,N,N,Y,N,N,45,45,56.25,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/70092a1c-7279-4ba8-bb50-a669bbfc5418,,
607,Dome Wrecker Thunder Dome Disposable | 1g-Sour Joker (Sativa),1607,2,Disposable Delta Vapes,,,,82032,,,,,Dome Wrecker,,,,,2,2,Disposable Delta Vapes,Active,,Y,N,N,N,N,N,4,4,5,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/6ab73663-023f-45dc-b982-a2b5b1cf19e5,,
486,Off Stamp X Cube Vape Kit 25000 Puffs-Rocket Popsicle,1486,3,Disposable Vape Nicotine,,,,61677,,,,,Off-Stamp,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,44,44,46,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/57e6cf16-2e03-491f-8e3f-9e94643d1be8,,
564,Foger Switch Pro Disposables Pod | 5% Nicotine | 30000 Puffs-Strawberry Kiwi-Sour Gush,1564,3,Disposable Vape Nicotine,,,,83460,,,,,Foger,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,45,45,48,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/b4ec9cb0-f80b-435f-bbdc-99956f862a53,,
156,Hazy Mary Exotic Indoor Flower Diamond Infused Pre Rolls Joints 1Gm 3Pk-Emerald Blaze (Sativa),1156,4,Delta Pre-Roll & Flower,,,,33783,,,,,Hazy Mary,,,,,2,4,Delta Pre-Roll & Flower,Active,,Y,N,N,N,N,N,45,45,56.25,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/0803cec9-9fb1-4a12-aaae-98e476907e12,,
158,Hazy Mary Exotic Indoor Flower Diamond Infused Pre Rolls Joints 1Gm 3Pk- Royal Star (Indica),1158,4,Delta Pre-Roll & Flower,,,,33785,,,,,Hazy Mary,,,,,2,4,Delta Pre-Roll & Flower,Active,,Y,N,N,N,N,N,45,45,56.25,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/cb25c048-0155-413f-a31c-e0dd70a827d3,,
521,Ria Nv30K Disposable 5% (Powered By Geek Bar)-Crazy Berry,1521,3,Disposable Vape Nicotine,,,,47923,,,,,RIA,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,Y,Y,N,67,67,67,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/cc89c71e-f495-413d-a74c-4fa34754be63,,
608,Silly Dots Hero Dose 1800mg Tabs | 3 Tabs,1608,1,Kratom,,,,1010135,,,,,Purple,,,,,2,1,Kratom,Active,,N,N,N,N,N,N,160,160,175,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/12e946e5-cde9-4875-9c35-41fbea8fa589,,
138,Fried - Moonrock Pre-Roll (2G)- Alaskan Thunderfuck - Sativa,1138,4,Delta Pre-Roll & Flower,,,,54005,,,,,Fried,,,,,2,4,Delta Pre-Roll & Flower,Active,,Y,N,N,Y,N,N,5,5,6,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/2026ffc2-ea50-44ac-b5e3-27a85ff85c81,,
